,DEL,INS,OK,SUB,page_num
0,87.0,22.0,84.0,72.0,13.0
1,81.0,10.0,61.0,55.0,14.0
2,199.0,13.0,121.0,83.0,15.0
3,58.0,9.0,103.0,76.0,16.0
4,14.0,13.0,88.0,67.0,17.0
5,25.0,27.0,80.0,103.0,18.0
6,48.0,21.0,107.0,87.0,19.0
7,29.0,16.0,76.0,75.0,20.0
8,56.0,16.0,129.0,82.0,21.0
9,101.0,20.0,106.0,81.0,22.0
10,146.0,25.0,61.0,90.0,23.0
11,23.0,8.0,67.0,60.0,24.0
12,40.0,11.0,87.0,69.0,25.0
13,37.0,23.0,62.0,58.0,26.0
14,3.0,11.0,82.0,56.0,27.0
15,29.0,7.0,49.0,28.0,28.0
16,7.0,5.0,67.0,36.0,29.0
17,7.0,10.0,60.0,30.0,30.0
18,4.0,9.0,85.0,46.0,31.0
19,7.0,6.0,76.0,50.0,32.0
20,15.0,9.0,90.0,74.0,33.0
21,17.0,17.0,114.0,87.0,34.0
22,39.0,25.0,99.0,74.0,35.0
23,61.0,39.0,97.0,85.0,36.0
24,37.0,18.0,112.0,84.0,37.0
25,17.0,33.0,64.0,79.0,38.0
26,22.0,6.0,59.0,40.0,39.0
27,30.0,26.0,64.0,36.0,40.0
28,26.0,22.0,90.0,86.0,41.0
29,74.0,15.0,100.0,84.0,42.0
30,79.0,20.0,91.0,81.0,43.0
31,19.0,14.0,85.0,71.0,44.0
32,6.0,14.0,67.0,58.0,45.0
33,31.0,8.0,68.0,50.0,46.0
34,1.0,5.0,36.0,18.0,47.0
35,7.0,8.0,97.0,63.0,48.0
36,20.0,20.0,117.0,89.0,49.0
37,16.0,12.0,111.0,79.0,50.0
38,49.0,29.0,84.0,76.0,51.0
39,5.0,13.0,90.0,63.0,52.0
40,7.0,15.0,67.0,52.0,53.0
41,14.0,21.0,59.0,45.0,54.0
42,13.0,14.0,65.0,41.0,55.0
43,9.0,22.0,57.0,58.0,56.0
44,7.0,12.0,96.0,42.0,57.0
45,30.0,22.0,100.0,86.0,58.0
46,38.0,37.0,99.0,86.0,59.0
47,42.0,16.0,109.0,91.0,60.0
48,18.0,27.0,58.0,65.0,61.0
49,10.0,7.0,61.0,47.0,62.0
50,13.0,10.0,41.0,46.0,63.0
51,7.0,14.0,74.0,63.0,64.0
52,5.0,9.0,49.0,29.0,65.0
53,26.0,12.0,59.0,49.0,66.0
54,2.0,18.0,79.0,47.0,67.0
55,4.0,8.0,83.0,51.0,68.0
56,6.0,16.0,74.0,62.0,69.0
57,35.0,15.0,90.0,76.0,70.0
58,28.0,24.0,97.0,97.0,71.0
59,8.0,22.0,116.0,74.0,72.0
60,17.0,16.0,68.0,57.0,73.0
61,14.0,14.0,67.0,79.0,74.0
62,10.0,13.0,88.0,96.0,75.0
63,9.0,21.0,88.0,82.0,76.0
64,2.0,8.0,99.0,75.0,77.0
65,15.0,5.0,67.0,30.0,78.0
66,8.0,12.0,69.0,63.0,79.0
67,20.0,26.0,106.0,77.0,80.0
68,51.0,27.0,96.0,59.0,81.0
69,15.0,31.0,108.0,86.0,82.0
70,22.0,25.0,110.0,94.0,83.0
71,27.0,26.0,96.0,73.0,84.0
72,6.0,22.0,72.0,82.0,85.0
73,18.0,19.0,93.0,71.0,86.0
74,14.0,8.0,92.0,76.0,87.0
75,44.0,21.0,72.0,68.0,88.0
76,3.0,11.0,82.0,59.0,89.0
77,7.0,28.0,86.0,48.0,90.0
78,6.0,20.0,102.0,73.0,91.0
79,3.0,14.0,117.0,73.0,92.0
80,5.0,9.0,108.0,58.0,93.0
81,21.0,9.0,60.0,43.0,94.0
82,11.0,9.0,61.0,51.0,95.0
83,4.0,15.0,57.0,43.0,96.0
84,8.0,12.0,22.0,37.0,97.0
85,21.0,20.0,52.0,68.0,98.0
86,9.0,19.0,64.0,45.0,99.0
87,9.0,18.0,63.0,39.0,100.0
