,DEL,INS,OK,SUB,page_num
0,8.0,36.0,133.0,99.0,9.0
1,8.0,30.0,175.0,107.0,10.0
2,38.0,20.0,131.0,100.0,11.0
3,66.0,34.0,129.0,111.0,12.0
4,15.0,23.0,187.0,80.0,13.0
5,13.0,22.0,222.0,114.0,14.0
6,8.0,24.0,158.0,109.0,15.0
7,12.0,25.0,183.0,98.0,16.0
8,8.0,33.0,159.0,112.0,17.0
9,13.0,32.0,163.0,113.0,18.0
10,9.0,30.0,148.0,107.0,19.0
11,5.0,19.0,193.0,118.0,20.0
12,12.0,28.0,191.0,111.0,21.0
13,11.0,20.0,127.0,73.0,22.0
14,14.0,46.0,138.0,99.0,23.0
15,3.0,27.0,184.0,104.0,24.0
16,15.0,14.0,177.0,104.0,25.0
17,15.0,27.0,156.0,138.0,26.0
18,12.0,25.0,160.0,130.0,27.0
19,11.0,21.0,159.0,113.0,28.0
20,8.0,13.0,123.0,79.0,29.0
21,8.0,26.0,188.0,122.0,30.0
22,7.0,13.0,121.0,64.0,31.0
23,15.0,18.0,141.0,87.0,32.0
24,5.0,15.0,170.0,93.0,33.0
25,9.0,23.0,169.0,89.0,34.0
26,14.0,22.0,145.0,87.0,35.0
27,7.0,4.0,151.0,46.0,36.0
28,8.0,15.0,193.0,99.0,37.0
29,11.0,24.0,157.0,113.0,38.0
30,10.0,17.0,174.0,87.0,39.0
31,12.0,11.0,179.0,90.0,40.0
32,16.0,18.0,133.0,105.0,41.0
33,9.0,20.0,162.0,103.0,42.0
34,10.0,26.0,146.0,118.0,43.0
35,5.0,15.0,207.0,103.0,44.0
36,5.0,7.0,173.0,61.0,45.0
37,10.0,12.0,171.0,96.0,46.0
38,9.0,14.0,158.0,90.0,47.0
39,6.0,22.0,189.0,114.0,48.0
40,15.0,21.0,157.0,109.0,49.0
41,14.0,20.0,168.0,110.0,50.0
42,5.0,16.0,157.0,70.0,51.0
43,6.0,22.0,197.0,119.0,52.0
44,12.0,32.0,191.0,111.0,53.0
45,6.0,15.0,169.0,80.0,54.0
46,11.0,12.0,199.0,80.0,55.0
47,10.0,13.0,180.0,80.0,56.0
48,7.0,19.0,177.0,93.0,57.0
49,20.0,28.0,134.0,122.0,58.0
50,10.0,17.0,206.0,105.0,59.0
51,14.0,14.0,156.0,86.0,60.0
52,6.0,21.0,196.0,91.0,61.0
53,9.0,21.0,181.0,125.0,62.0
54,7.0,12.0,187.0,103.0,63.0
55,7.0,13.0,172.0,100.0,64.0
56,8.0,8.0,179.0,91.0,65.0
57,9.0,13.0,136.0,65.0,66.0
58,6.0,15.0,162.0,81.0,67.0
59,9.0,18.0,147.0,96.0,68.0
60,10.0,18.0,161.0,89.0,69.0
61,9.0,11.0,172.0,78.0,70.0
62,5.0,34.0,164.0,119.0,71.0
63,7.0,35.0,153.0,76.0,72.0
